dateTime UTC,TDRY,HPRAB,PRSS,RLH,WDD10,WNS10,WDD10Virzieni,tempC,precipMM,pressureMB,humidity,windDirDEG,windSpeedKPH,windSpeedM/S,windDir
15.10.2023 21:00,5.10 °C,0.50 mm,987.20 hPa,93.00 %,226.00°,4.20 m/s,SW,6.30 °C,0.00 mm,989.70 hPa,100.00 %,238.50°,1.48,0.41 m/s,SW
15.10.2023 22:00,4.70 °C,0.00 mm,987.40 hPa,94.00 %,208.00°,1.80 m/s,SW,5.90 °C,0.00 mm,989.90 hPa,100.00 %,274.50°,3.32,0.92 m/s,W
15.10.2023 23:00,4.80 °C,0.00 mm,987.70 hPa,98.00 %,202.00°,3.00 m/s,S,6.10 °C,0.00 mm,990.30 hPa,100.00 %,283.50°,3.74,1.04 m/s,W
16.10.2023 00:00,4.50 °C,0.00 mm,987.70 hPa,95.00 %,217.00°,3.00 m/s,SW,5.60 °C,0.00 mm,990.30 hPa,100.00 %,220.40°,1.61,0.45 m/s,SW
16.10.2023 01:00,3.60 °C,0.10 mm,987.80 hPa,95.00 %,186.00°,3.10 m/s,S,4.80 °C,0.00 mm,990.50 hPa,100.00 %,265.50°,4.01,1.11 m/s,W
16.10.2023 02:00,3.90 °C,0.00 mm,988.30 hPa,92.00 %,207.00°,3.40 m/s,SW,5.10 °C,0.00 mm,990.80 hPa,100.00 %,234.00°,1.20,0.33 m/s,SW
16.10.2023 03:00,3.50 °C,0.00 mm,988.50 hPa,90.00 %,197.00°,3.10 m/s,S,4.10 °C,0.00 mm,991.00 hPa,100.00 %,279.00°,4.35,1.21 m/s,W
16.10.2023 04:00,3.80 °C,0.00 mm,988.70 hPa,88.00 %,201.00°,4.00 m/s,S,5.00 °C,0.00 mm,991.20 hPa,100.00 %,290.00°,1.72,0.48 m/s,W
16.10.2023 05:00,3.70 °C,0.60 mm,988.90 hPa,86.00 %,198.00°,3.50 m/s,S,4.80 °C,0.00 mm,991.60 hPa,100.00 %,249.89°,3.50,0.97 m/s,W
16.10.2023 06:00,4.10 °C,0.00 mm,989.50 hPa,87.00 %,222.00°,2.70 m/s,SW,5.40 °C,0.00 mm,991.90 hPa,100.00 %,270.00°,2.79,0.78 m/s,W
16.10.2023 07:00,4.60 °C,0.00 mm,989.60 hPa,89.00 %,218.00°,3.10 m/s,SW,5.90 °C,0.00 mm,992.10 hPa,100.00 %,288.00°,6.69,1.86 m/s,W
16.10.2023 08:00,4.70 °C,0.00 mm,990.10 hPa,90.00 %,222.00°,4.30 m/s,SW,6.00 °C,0.00 mm,992.60 hPa,100.00 %,255.00°,6.12,1.70 m/s,W
16.10.2023 09:00,4.50 °C,0.10 mm,990.50 hPa,89.00 %,233.00°,4.90 m/s,SW,5.90 °C,0.00 mm,993.00 hPa,100.00 %,265.50°,5.19,1.44 m/s,W
16.10.2023 10:00,4.50 °C,0.40 mm,990.70 hPa,89.00 %,213.00°,3.70 m/s,SW,6.10 °C,0.00 mm,993.30 hPa,100.00 %,279.00°,4.50,1.25 m/s,W
16.10.2023 11:00,6.00 °C,0.00 mm,990.70 hPa,84.00 %,228.00°,3.40 m/s,SW,8.60 °C,0.00 mm,993.20 hPa,87.00 %,288.00°,6.78,1.88 m/s,W
16.10.2023 12:00,6.20 °C,0.60 mm,990.90 hPa,84.00 %,210.00°,3.10 m/s,SW,8.60 °C,0.00 mm,993.30 hPa,97.00 %,274.50°,5.33,1.48 m/s,W
16.10.2023 13:00,4.60 °C,0.00 mm,991.30 hPa,76.00 %,258.00°,5.30 m/s,W,5.60 °C,0.00 mm,993.90 hPa,92.00 %,292.50°,3.49,0.97 m/s,NW
16.10.2023 14:00,5.30 °C,0.00 mm,991.60 hPa,75.00 %,267.00°,4.40 m/s,W,6.30 °C,0.00 mm,994.20 hPa,88.00 %,301.50°,1.77,0.49 m/s,NW
16.10.2023 15:00,4.70 °C,1.10 mm,992.30 hPa,83.00 %,251.00°,2.90 m/s,W,5.90 °C,0.00 mm,994.80 hPa,100.00 %,261.00°,0.14,0.04 m/s,W
16.10.2023 16:00,4.50 °C,0.00 mm,992.90 hPa,86.00 %,260.00°,4.10 m/s,W,5.60 °C,0.00 mm,995.50 hPa,100.00 %,238.50°,6.32,1.76 m/s,SW
16.10.2023 17:00,3.90 °C,0.00 mm,993.40 hPa,84.00 %,258.00°,4.10 m/s,W,5.20 °C,0.00 mm,996.00 hPa,100.00 %,234.00°,4.16,1.16 m/s,SW
16.10.2023 18:00,3.60 °C,0.10 mm,993.70 hPa,89.00 %,261.00°,3.50 m/s,W,5.00 °C,0.00 mm,996.20 hPa,100.00 %,300.00°,5.91,1.64 m/s,NW
16.10.2023 19:00,2.90 °C,0.00 mm,994.10 hPa,92.00 %,240.00°,3.70 m/s,SW,4.40 °C,0.00 mm,996.70 hPa,100.00 %,295.00°,4.11,1.14 m/s,NW
16.10.2023 20:00,,,,,,,,,,,,,,,
16.10.2023 21:00,,,,,,,,,,,,,,,
16.10.2023 22:00,2.30 °C,0.00 mm,994.80 hPa,91.00 %,241.00°,3.00 m/s,SW,4.00 °C,0.00 mm,997.40 hPa,100.00 %,283.50°,4.24,1.18 m/s,W
16.10.2023 23:00,2.50 °C,0.10 mm,994.90 hPa,89.00 %,232.00°,3.60 m/s,SW,3.70 °C,0.00 mm,997.50 hPa,100.00 %,247.50°,1.51,0.42 m/s,W
17.10.2023 00:00,3.20 °C,0.00 mm,994.90 hPa,83.00 %,291.00°,4.10 m/s,W,3.90 °C,0.00 mm,997.60 hPa,100.00 %,275.00°,2.47,0.69 m/s,W
17.10.2023 01:00,2.70 °C,0.20 mm,995.20 hPa,87.00 %,206.00°,3.40 m/s,SW,4.00 °C,0.00 mm,997.80 hPa,100.00 %,274.50°,3.08,0.86 m/s,W
17.10.2023 02:00,2.80 °C,0.00 mm,995.20 hPa,89.00 %,221.00°,3.20 m/s,SW,4.00 °C,0.00 mm,997.70 hPa,100.00 %,285.00°,5.04,1.40 m/s,W
17.10.2023 03:00,2.60 °C,0.00 mm,995.20 hPa,90.00 %,219.00°,4.20 m/s,SW,3.60 °C,0.00 mm,997.90 hPa,100.00 %,288.00°,4.77,1.33 m/s,W
17.10.2023 04:00,2.60 °C,0.00 mm,995.50 hPa,91.00 %,220.00°,4.70 m/s,SW,4.00 °C,0.00 mm,998.10 hPa,100.00 %,292.50°,4.49,1.25 m/s,NW
17.10.2023 05:00,2.40 °C,0.00 mm,995.80 hPa,90.00 %,229.00°,2.90 m/s,SW,4.10 °C,0.00 mm,998.50 hPa,100.00 %,252.00°,3.64,1.01 m/s,W
17.10.2023 06:00,3.10 °C,0.00 mm,996.10 hPa,88.00 %,218.00°,3.30 m/s,SW,5.40 °C,0.00 mm,998.70 hPa,100.00 %,283.50°,4.82,1.34 m/s,W
17.10.2023 07:00,4.40 °C,0.00 mm,996.20 hPa,86.00 %,214.00°,2.80 m/s,SW,7.10 °C,0.00 mm,998.80 hPa,97.00 %,238.50°,7.31,2.03 m/s,SW
17.10.2023 08:00,5.40 °C,0.00 mm,996.30 hPa,87.00 %,233.00°,4.50 m/s,SW,6.70 °C,0.00 mm,998.80 hPa,100.00 %,279.00°,6.28,1.74 m/s,W
17.10.2023 09:00,5.90 °C,1.00 mm,996.20 hPa,88.00 %,225.00°,3.40 m/s,SW,7.40 °C,0.00 mm,998.70 hPa,100.00 %,265.00°,5.24,1.46 m/s,W
17.10.2023 10:00,5.80 °C,0.70 mm,996.20 hPa,93.00 %,197.00°,3.20 m/s,S,7.40 °C,0.00 mm,998.60 hPa,100.00 %,283.50°,3.31,0.92 m/s,W
17.10.2023 11:00,6.30 °C,0.50 mm,995.90 hPa,91.00 %,270.00°,3.40 m/s,W,7.70 °C,0.00 mm,998.40 hPa,100.00 %,279.00°,6.34,1.76 m/s,W
17.10.2023 12:00,6.80 °C,3.70 mm,995.40 hPa,94.00 %,253.00°,3.00 m/s,W,7.90 °C,0.00 mm,997.80 hPa,100.00 %,270.00°,4.43,1.23 m/s,W
17.10.2023 13:00,6.30 °C,0.80 mm,995.10 hPa,96.00 %,255.00°,2.80 m/s,W,7.40 °C,0.00 mm,997.50 hPa,100.00 %,301.50°,3.53,0.98 m/s,NW
17.10.2023 14:00,7.10 °C,0.00 mm,994.60 hPa,95.00 %,243.00°,1.70 m/s,SW,8.40 °C,0.00 mm,996.90 hPa,100.00 %,292.50°,6.57,1.83 m/s,NW
17.10.2023 15:00,7.30 °C,0.00 mm,994.20 hPa,93.00 %,229.00°,3.80 m/s,SW,8.30 °C,0.00 mm,996.60 hPa,100.00 %,292.50°,4.68,1.30 m/s,NW
17.10.2023 16:00,6.90 °C,0.30 mm,994.00 hPa,96.00 %,221.00°,3.50 m/s,SW,8.10 °C,0.00 mm,996.50 hPa,100.00 %,288.00°,3.16,0.88 m/s,W
17.10.2023 17:00,7.00 °C,0.80 mm,993.80 hPa,97.00 %,216.00°,2.80 m/s,SW,8.20 °C,0.00 mm,996.20 hPa,100.00 %,283.50°,5.82,1.62 m/s,W
17.10.2023 18:00,7.30 °C,0.10 mm,993.30 hPa,97.00 %,219.00°,4.60 m/s,SW,8.40 °C,0.00 mm,995.70 hPa,100.00 %,261.00°,8.82,2.45 m/s,W
17.10.2023 19:00,7.50 °C,0.00 mm,993.20 hPa,96.00 %,230.00°,4.50 m/s,SW,8.60 °C,0.00 mm,995.50 hPa,100.00 %,279.00°,8.30,2.31 m/s,W
17.10.2023 20:00,7.60 °C,0.30 mm,992.80 hPa,96.00 %,225.00°,4.20 m/s,SW,8.70 °C,0.00 mm,995.10 hPa,100.00 %,306.00°,8.64,2.40 m/s,NW
17.10.2023 21:00,7.30 °C,0.00 mm,992.30 hPa,96.00 %,221.00°,4.50 m/s,SW,8.40 °C,0.00 mm,994.60 hPa,100.00 %,279.00°,7.88,2.19 m/s,W
17.10.2023 22:00,7.30 °C,0.00 mm,991.70 hPa,95.00 %,215.00°,5.00 m/s,SW,8.30 °C,0.00 mm,994.10 hPa,100.00 %,288.00°,9.46,2.63 m/s,W
17.10.2023 23:00,7.20 °C,0.00 mm,990.80 hPa,95.00 %,210.00°,5.20 m/s,SW,8.30 °C,0.00 mm,993.20 hPa,100.00 %,270.00°,7.88,2.19 m/s,W
18.10.2023 00:00,7.30 °C,0.20 mm,990.00 hPa,95.00 %,213.00°,4.80 m/s,SW,8.40 °C,0.00 mm,992.30 hPa,100.00 %,193.50°,9.90,2.75 m/s,S
18.10.2023 01:00,7.30 °C,0.50 mm,989.40 hPa,95.00 %,218.00°,5.40 m/s,SW,8.50 °C,0.00 mm,991.70 hPa,100.00 %,225.00°,10.15,2.82 m/s,SW
18.10.2023 02:00,7.30 °C,1.70 mm,988.50 hPa,95.00 %,215.00°,5.60 m/s,SW,8.40 °C,0.00 mm,990.90 hPa,100.00 %,261.00°,12.75,3.54 m/s,W
18.10.2023 03:00,7.00 °C,0.10 mm,988.40 hPa,94.00 %,245.00°,5.00 m/s,SW,8.10 °C,0.00 mm,990.80 hPa,100.00 %,297.00°,8.17,2.27 m/s,NW
18.10.2023 04:00,6.70 °C,0.00 mm,988.20 hPa,95.00 %,253.00°,4.80 m/s,W,7.80 °C,0.00 mm,990.60 hPa,100.00 %,300.00°,5.82,1.62 m/s,NW
18.10.2023 05:00,6.50 °C,0.00 mm,988.20 hPa,95.00 %,251.00°,3.70 m/s,W,7.70 °C,0.00 mm,990.60 hPa,100.00 %,300.00°,6.26,1.74 m/s,NW
18.10.2023 06:00,6.60 °C,0.00 mm,988.40 hPa,95.00 %,252.00°,3.80 m/s,W,7.80 °C,0.00 mm,990.80 hPa,100.00 %,225.00°,7.49,2.08 m/s,SW
18.10.2023 07:00,6.70 °C,0.00 mm,988.70 hPa,94.00 %,267.00°,4.30 m/s,W,8.00 °C,0.00 mm,991.20 hPa,100.00 %,105.00°,4.80,1.33 m/s,E
18.10.2023 08:00,6.50 °C,0.10 mm,989.00 hPa,94.00 %,283.00°,5.10 m/s,W,7.80 °C,0.00 mm,991.50 hPa,100.00 %,36.00°,7.92,2.20 m/s,NE
18.10.2023 09:00,5.00 °C,0.00 mm,990.00 hPa,97.00 %,324.00°,6.10 m/s,NW,6.50 °C,0.00 mm,992.50 hPa,100.00 %,76.50°,2.34,0.65 m/s,E
18.10.2023 10:00,4.10 °C,0.30 mm,991.00 hPa,95.00 %,349.00°,5.90 m/s,N,6.00 °C,0.00 mm,993.50 hPa,100.00 %,72.00°,2.44,0.68 m/s,E
18.10.2023 11:00,4.00 °C,0.30 mm,991.80 hPa,94.00 %,2.00°,3.20 m/s,N,5.90 °C,0.00 mm,994.30 hPa,100.00 %,49.50°,6.93,1.93 m/s,NE
18.10.2023 12:00,4.00 °C,0.30 mm,992.60 hPa,92.00 %,348.00°,5.90 m/s,N,5.80 °C,0.00 mm,995.20 hPa,100.00 %,40.50°,6.48,1.80 m/s,NE
18.10.2023 13:00,4.20 °C,0.00 mm,993.50 hPa,92.00 %,351.00°,4.20 m/s,N,5.90 °C,0.00 mm,996.00 hPa,100.00 %,45.00°,2.45,0.68 m/s,NE
18.10.2023 14:00,4.40 °C,0.00 mm,994.10 hPa,93.00 %,344.00°,3.50 m/s,N,6.00 °C,0.00 mm,996.60 hPa,100.00 %,31.50°,1.34,0.37 m/s,NE
18.10.2023 15:00,3.40 °C,0.00 mm,994.50 hPa,91.00 %,346.00°,3.10 m/s,N,4.60 °C,0.00 mm,997.00 hPa,100.00 %,36.00°,3.86,1.07 m/s,NE
18.10.2023 16:00,3.30 °C,0.00 mm,995.10 hPa,89.00 %,332.00°,3.40 m/s,NW,4.60 °C,0.00 mm,997.60 hPa,100.00 %,36.00°,1.73,0.48 m/s,NE
18.10.2023 17:00,3.00 °C,0.10 mm,995.60 hPa,93.00 %,345.00°,3.90 m/s,N,4.60 °C,0.00 mm,998.10 hPa,100.00 %,45.00°,6.43,1.79 m/s,NE
18.10.2023 18:00,2.50 °C,0.00 mm,995.80 hPa,96.00 %,340.00°,3.00 m/s,N,4.10 °C,0.00 mm,998.30 hPa,100.00 %,45.00°,5.08,1.41 m/s,NE
18.10.2023 19:00,2.10 °C,0.00 mm,996.10 hPa,94.00 %,344.00°,3.60 m/s,N,3.90 °C,0.00 mm,998.80 hPa,100.00 %,49.50°,3.86,1.07 m/s,NE
18.10.2023 20:00,1.70 °C,0.00 mm,996.50 hPa,93.00 %,340.00°,3.80 m/s,N,3.50 °C,0.00 mm,999.20 hPa,100.00 %,40.00°,2.29,0.64 m/s,NE
18.10.2023 21:00,1.60 °C,0.00 mm,996.70 hPa,93.00 %,339.00°,3.60 m/s,N,3.20 °C,0.00 mm,999.40 hPa,100.00 %,13.50°,2.86,0.79 m/s,N
18.10.2023 22:00,1.20 °C,0.00 mm,997.00 hPa,93.00 %,339.00°,3.20 m/s,N,3.00 °C,0.00 mm,999.60 hPa,100.00 %,27.00°,3.58,0.99 m/s,NE
18.10.2023 23:00,1.00 °C,0.00 mm,997.00 hPa,95.00 %,329.00°,3.30 m/s,NW,2.70 °C,0.00 mm,999.70 hPa,100.00 %,99.00°,2.30,0.64 m/s,E
19.10.2023 00:00,0.70 °C,0.00 mm,997.00 hPa,95.00 %,330.00°,3.40 m/s,NW,2.40 °C,0.00 mm,999.70 hPa,100.00 %,54.00°,0.87,0.24 m/s,NE
19.10.2023 01:00,0.50 °C,0.00 mm,997.00 hPa,96.00 %,319.00°,2.40 m/s,NW,2.40 °C,0.00 mm,999.70 hPa,100.00 %,4.50°,1.69,0.47 m/s,N
19.10.2023 02:00,0.60 °C,0.00 mm,997.00 hPa,96.00 %,320.00°,2.30 m/s,NW,2.30 °C,0.00 mm,999.70 hPa,100.00 %,9.00°,2.86,0.79 m/s,N
19.10.2023 03:00,0.50 °C,0.00 mm,996.90 hPa,95.00 %,315.00°,2.50 m/s,NW,2.30 °C,0.00 mm,999.70 hPa,100.00 %,9.00°,2.34,0.65 m/s,N
19.10.2023 04:00,0.50 °C,0.00 mm,996.80 hPa,95.00 %,307.00°,1.60 m/s,NW,2.30 °C,0.00 mm,999.50 hPa,100.00 %,193.50°,0.44,0.12 m/s,S
19.10.2023 05:00,0.50 °C,0.00 mm,997.00 hPa,92.00 %,302.00°,2.00 m/s,NW,2.30 °C,0.00 mm,999.70 hPa,100.00 %,49.50°,0.47,0.13 m/s,NE
19.10.2023 06:00,0.50 °C,0.00 mm,997.10 hPa,91.00 %,321.00°,1.50 m/s,NW,2.30 °C,0.00 mm,999.80 hPa,100.00 %,107.90°,0.87,0.24 m/s,E
19.10.2023 07:00,0.60 °C,0.00 mm,997.20 hPa,89.00 %,348.00°,2.20 m/s,N,2.90 °C,0.00 mm,999.80 hPa,100.00 %,40.40°,0.78,0.22 m/s,NE
19.10.2023 08:00,1.10 °C,0.00 mm,997.20 hPa,88.00 %,350.00°,2.10 m/s,N,3.80 °C,0.00 mm,999.80 hPa,100.00 %,72.00°,3.02,0.84 m/s,E
19.10.2023 09:00,1.90 °C,0.00 mm,997.20 hPa,85.00 %,2.00°,1.90 m/s,N,4.50 °C,0.00 mm,999.90 hPa,96.00 %,58.50°,2.30,0.64 m/s,NE
19.10.2023 10:00,2.20 °C,0.00 mm,997.20 hPa,80.00 %,351.00°,2.30 m/s,N,5.50 °C,0.00 mm,999.70 hPa,86.00 %,63.00°,3.23,0.90 m/s,NE
19.10.2023 11:00,2.30 °C,0.00 mm,997.20 hPa,76.00 %,25.00°,1.60 m/s,NE,5.40 °C,0.00 mm,999.70 hPa,77.00 %,58.40°,1.23,0.34 m/s,NE
19.10.2023 12:00,2.40 °C,0.00 mm,997.20 hPa,77.00 %,356.00°,1.70 m/s,N,5.10 °C,0.00 mm,999.70 hPa,84.00 %,94.50°,1.59,0.44 m/s,E
19.10.2023 13:00,2.30 °C,0.00 mm,997.00 hPa,78.00 %,34.00°,1.00 m/s,NE,4.50 °C,0.00 mm,999.60 hPa,90.00 %,80.90°,0.18,0.05 m/s,E
19.10.2023 14:00,2.30 °C,0.00 mm,996.90 hPa,82.00 %,5.00°,0.80 m/s,N,4.20 °C,0.00 mm,999.40 hPa,98.00 %,99.00°,0.88,0.24 m/s,E
19.10.2023 15:00,1.90 °C,0.10 mm,997.00 hPa,89.00 %,84.00°,1.00 m/s,E,3.70 °C,0.00 mm,999.60 hPa,100.00 %,103.50°,1.73,0.48 m/s,E
19.10.2023 16:00,1.10 °C,0.00 mm,997.00 hPa,95.00 %,39.00°,1.00 m/s,NE,3.00 °C,0.00 mm,999.70 hPa,100.00 %,90.00°,1.90,0.53 m/s,E
19.10.2023 17:00,0.90 °C,0.00 mm,997.10 hPa,97.00 %,50.00°,1.60 m/s,NE,2.50 °C,0.00 mm,999.80 hPa,100.00 %,112.50°,2.16,0.60 m/s,SE
19.10.2023 18:00,0.50 °C,0.00 mm,997.30 hPa,98.00 %,50.00°,1.30 m/s,NE,2.10 °C,0.00 mm,999.90 hPa,100.00 %,108.00°,3.30,0.92 m/s,E
19.10.2023 19:00,0.50 °C,0.00 mm,997.50 hPa,99.00 %,76.00°,1.20 m/s,E,2.40 °C,0.00 mm,1000.20 hPa,100.00 %,90.00°,2.30,0.64 m/s,E
19.10.2023 20:00,-0.30 °C,0.00 mm,997.60 hPa,99.00 %,54.00°,1.50 m/s,NE,1.50 °C,0.00 mm,1000.30 hPa,100.00 %,90.00°,2.98,0.83 m/s,E
19.10.2023 21:00,-0.60 °C,0.00 mm,997.70 hPa,99.00 %,50.00°,1.90 m/s,NE,1.30 °C,0.00 mm,1000.40 hPa,100.00 %,108.00°,0.00,0.00 m/s,E
19.10.2023 22:00,-0.30 °C,0.00 mm,997.60 hPa,100.00 %,56.00°,2.20 m/s,NE,1.70 °C,0.00 mm,1000.40 hPa,100.00 %,103.50°,0.00,0.00 m/s,E
19.10.2023 23:00,-0.30 °C,0.00 mm,997.60 hPa,99.00 %,45.00°,1.70 m/s,NE,1.80 °C,0.00 mm,1000.30 hPa,100.00 %,103.50°,0.00,0.00 m/s,E
20.10.2023 00:00,0.10 °C,0.00 mm,997.70 hPa,98.00 %,54.00°,2.40 m/s,NE,2.10 °C,0.00 mm,1000.30 hPa,100.00 %,103.50°,5.03,1.40 m/s,E
20.10.2023 01:00,0.40 °C,0.00 mm,997.30 hPa,98.00 %,48.00°,2.60 m/s,NE,2.30 °C,0.00 mm,999.90 hPa,100.00 %,99.00°,6.47,1.80 m/s,E
20.10.2023 02:00,0.60 °C,0.10 mm,997.20 hPa,97.00 %,51.00°,3.00 m/s,NE,2.50 °C,0.00 mm,999.90 hPa,100.00 %,117.00°,7.16,1.99 m/s,SE
20.10.2023 03:00,0.80 °C,0.00 mm,997.40 hPa,97.00 %,57.00°,2.80 m/s,NE,2.70 °C,0.00 mm,1000.00 hPa,100.00 %,112.50°,9.05,2.51 m/s,SE
20.10.2023 04:00,0.90 °C,0.00 mm,997.20 hPa,94.00 %,48.00°,2.90 m/s,NE,2.80 °C,0.00 mm,999.80 hPa,100.00 %,81.00°,7.21,2.00 m/s,E
20.10.2023 05:00,0.80 °C,0.00 mm,997.40 hPa,88.00 %,50.00°,3.30 m/s,NE,2.60 °C,0.00 mm,1000.00 hPa,100.00 %,112.50°,8.78,2.44 m/s,SE
20.10.2023 06:00,0.70 °C,0.00 mm,997.70 hPa,89.00 %,54.00°,3.60 m/s,NE,2.60 °C,0.00 mm,1000.30 hPa,100.00 %,112.50°,6.23,1.73 m/s,SE
20.10.2023 07:00,0.90 °C,0.00 mm,997.60 hPa,89.00 %,54.00°,3.00 m/s,NE,2.90 °C,0.00 mm,1000.20 hPa,100.00 %,110.00°,8.16,2.27 m/s,E
20.10.2023 08:00,1.30 °C,0.00 mm,997.70 hPa,89.00 %,46.00°,3.80 m/s,NE,3.20 °C,0.00 mm,1000.20 hPa,100.00 %,89.90°,8.27,2.30 m/s,E
20.10.2023 09:00,1.70 °C,0.00 mm,997.70 hPa,87.00 %,59.00°,3.70 m/s,NE,3.60 °C,0.00 mm,1000.30 hPa,100.00 %,103.50°,9.68,2.69 m/s,E
20.10.2023 10:00,1.80 °C,0.00 mm,997.80 hPa,86.00 %,59.00°,3.80 m/s,NE,3.70 °C,0.00 mm,1000.40 hPa,100.00 %,108.00°,9.16,2.54 m/s,E
20.10.2023 11:00,2.00 °C,0.00 mm,997.90 hPa,86.00 %,54.00°,3.80 m/s,NE,3.90 °C,0.00 mm,1000.50 hPa,100.00 %,94.50°,10.07,2.80 m/s,E
20.10.2023 12:00,1.50 °C,0.00 mm,998.00 hPa,90.00 %,49.00°,4.00 m/s,NE,3.50 °C,0.00 mm,1000.60 hPa,100.00 %,126.00°,6.96,1.93 m/s,SE
20.10.2023 13:00,1.40 °C,0.00 mm,998.40 hPa,91.00 %,55.00°,3.80 m/s,NE,3.20 °C,0.00 mm,1001.00 hPa,100.00 %,115.00°,9.93,2.76 m/s,SE
20.10.2023 14:00,1.60 °C,0.00 mm,998.60 hPa,84.00 %,60.00°,3.90 m/s,NE,3.40 °C,0.00 mm,1001.20 hPa,100.00 %,99.00°,6.45,1.79 m/s,E
20.10.2023 15:00,1.30 °C,0.00 mm,998.90 hPa,87.00 %,53.00°,4.20 m/s,NE,3.20 °C,0.00 mm,1001.50 hPa,100.00 %,103.50°,9.79,2.72 m/s,E
20.10.2023 16:00,1.20 °C,0.00 mm,999.30 hPa,87.00 %,57.00°,4.10 m/s,NE,3.10 °C,0.00 mm,1001.90 hPa,100.00 %,108.00°,8.80,2.44 m/s,E
20.10.2023 17:00,1.20 °C,0.00 mm,999.80 hPa,86.00 %,57.00°,3.70 m/s,NE,3.10 °C,0.00 mm,1002.30 hPa,100.00 %,112.50°,11.22,3.12 m/s,SE
20.10.2023 18:00,1.30 °C,0.00 mm,999.90 hPa,84.00 %,70.00°,3.80 m/s,E,3.20 °C,0.00 mm,1002.60 hPa,100.00 %,130.50°,11.11,3.09 m/s,SE
20.10.2023 19:00,1.30 °C,0.00 mm,1000.20 hPa,81.00 %,72.00°,3.10 m/s,E,3.20 °C,0.00 mm,1002.90 hPa,100.00 %,112.50°,14.00,3.89 m/s,SE
20.10.2023 20:00,1.20 °C,0.00 mm,1000.10 hPa,81.00 %,71.00°,3.90 m/s,E,3.00 °C,0.00 mm,1002.80 hPa,100.00 %,90.00°,9.47,2.63 m/s,E
20.10.2023 21:00,1.20 °C,0.00 mm,1000.30 hPa,80.00 %,78.00°,3.30 m/s,E,3.10 °C,0.00 mm,1003.10 hPa,99.00 %,117.00°,14.41,4.00 m/s,SE
20.10.2023 22:00,1.20 °C,0.00 mm,1000.60 hPa,80.00 %,78.00°,3.50 m/s,E,3.10 °C,0.00 mm,1003.20 hPa,97.00 %,94.50°,8.86,2.46 m/s,E
20.10.2023 23:00,1.00 °C,0.00 mm,1000.60 hPa,83.00 %,75.00°,3.80 m/s,E,2.90 °C,0.00 mm,1003.20 hPa,100.00 %,121.50°,11.94,3.32 m/s,SE
21.10.2023 00:00,1.10 °C,0.00 mm,1000.70 hPa,82.00 %,84.00°,4.40 m/s,E,2.90 °C,0.00 mm,1003.30 hPa,100.00 %,135.00°,11.23,3.12 m/s,SE
21.10.2023 01:00,1.20 °C,0.00 mm,1000.80 hPa,82.00 %,80.00°,3.50 m/s,E,3.10 °C,0.00 mm,1003.40 hPa,100.00 %,117.00°,11.05,3.07 m/s,SE
21.10.2023 02:00,0.80 °C,0.00 mm,1000.70 hPa,83.00 %,86.00°,3.70 m/s,E,2.70 °C,0.00 mm,1003.20 hPa,100.00 %,139.50°,8.86,2.46 m/s,SE
21.10.2023 03:00,0.50 °C,0.00 mm,1000.70 hPa,84.00 %,80.00°,4.10 m/s,E,2.50 °C,0.00 mm,1003.20 hPa,100.00 %,121.50°,9.08,2.52 m/s,SE
21.10.2023 04:00,0.50 °C,0.00 mm,1000.90 hPa,84.00 %,85.00°,3.70 m/s,E,2.50 °C,0.00 mm,1003.50 hPa,100.00 %,126.00°,11.49,3.19 m/s,SE
21.10.2023 05:00,0.30 °C,0.00 mm,1001.00 hPa,86.00 %,89.00°,3.40 m/s,E,2.30 °C,0.00 mm,1003.60 hPa,100.00 %,126.00°,6.92,1.92 m/s,SE
21.10.2023 06:00,,,,,,,,,,,,,,,
21.10.2023 07:00,0.40 °C,0.00 mm,1001.50 hPa,86.00 %,79.00°,4.00 m/s,E,2.50 °C,0.00 mm,1004.10 hPa,100.00 %,112.50°,11.37,3.16 m/s,SE
21.10.2023 08:00,0.80 °C,0.00 mm,1001.60 hPa,85.00 %,78.00°,4.40 m/s,E,3.00 °C,0.00 mm,1004.20 hPa,100.00 %,144.00°,13.52,3.76 m/s,SE
21.10.2023 09:00,1.00 °C,0.00 mm,1001.40 hPa,84.00 %,85.00°,4.10 m/s,E,3.10 °C,0.00 mm,1003.90 hPa,100.00 %,130.50°,13.01,3.61 m/s,SE
21.10.2023 10:00,1.70 °C,0.00 mm,1001.00 hPa,79.00 %,92.00°,5.90 m/s,E,4.10 °C,0.00 mm,1003.60 hPa,91.00 %,130.50°,11.96,3.32 m/s,SE
21.10.2023 11:00,2.00 °C,0.00 mm,1000.50 hPa,78.00 %,98.00°,5.30 m/s,E,4.00 °C,0.00 mm,1003.00 hPa,94.00 %,144.00°,11.69,3.25 m/s,SE
21.10.2023 12:00,2.30 °C,0.00 mm,1000.50 hPa,78.00 %,95.00°,4.70 m/s,E,4.20 °C,0.00 mm,1002.90 hPa,92.00 %,135.00°,16.94,4.71 m/s,SE
21.10.2023 13:00,2.10 °C,0.00 mm,999.50 hPa,80.00 %,89.00°,5.50 m/s,E,4.00 °C,0.00 mm,1002.10 hPa,98.00 %,126.00°,11.27,3.13 m/s,SE
